DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
5/2/25,PH,PH,16778,Flown,V,V,Economy,MNLMIA,MNLLAX,MNLLAX,7/31/25,11,PR,PR112,7/31/25 18:00:00,8/1/25 08:45:00,Economy/V,7/31/25 18:00:00,MNLLAXMIA,16778,PR112-AA1082,Flown,Economy/V,V,7/31/25 18:00:00,MNLLAX,16778,PR112,Flown,Economy/V,V,1,1,776$,718$,Group,38,Male,507,Ticket Office
3/29/27,PH,PH,17633,Ticketed,L,L,Economy,MNLPHX,MNLLAX,MNLLAX,9/25/27,1,PR,PR102,9/25/27 04:00:00,18:15:00,Economy/L,9/25/27 04:00:00,MNLLAXPHX,17633,PR102-AA1504,Ticketed,Economy/L,L,9/25/27 04:00:00,MNLLAX,17633,PR102,Ticketed,Economy/L,L,1,1,872$,800$,Individual,16,Male,508,Website
6/5/27,JP,PH,17929,Unticketed,M,M,Economy,NRTMNL,NRTMNL,NRTMNL,9/19/27,5,PR,PR427,9/19/27 08:00:00,12:15:00,Economy/M,9/19/27 08:00:00,NRTMNL,17929,PR427,Unticketed,Economy/M,M,9/19/27 08:00:00,NRTMNL,17929,PR427,Unticketed,Economy/M,M,1,1,554$,492$,Individual,55,Female,509,GDS
11/13/26,PH,PH,17701,Ticketed,L,L,Economy,MNLSUB,MNLCGK,MNLCGK,4/22/27,19,PR,PR535,4/22/27 04:45:00,08:00:00,Economy/L,4/22/27 04:45:00,MNLCGKSUB,17701,PR535-GA314,Ticketed,Economy/L,L,4/22/27 04:45:00,MNLCGK,17701,PR535,Ticketed,Economy/L,L,1,1,393$,360$,Individual,17,Male,510,OTA
9/18/24,PH,PH,16631,Flown,Q,Q,Economy,MNLCTS,MNLHND,MNLHND,2/12/25,17,PR,PR422,2/12/25 08:30:00,13:15:00,Economy/Q,2/12/25 08:30:00,MNLHNDCTS,16631,PR422-NH51,Flown,Economy/Q,Q,2/12/25 08:30:00,MNLHND,16631,PR422,Flown,Economy/Q,Q,1,1,301$,257$,Group,44,Female,511,Mobile App
3/25/26,PH,PH,17025,Flown,T,T,Economy,MNLDXB,MNLDXB,MNLDXB,6/14/26,13,PR,PR658,6/14/26 18:30:00,6/15/26 01:30:00,Economy/T,6/14/26 18:30:00,MNLDXB,17025,PR658,Flown,Economy/T,T,6/14/26 18:30:00,MNLDXB,17025,PR658,Flown,Economy/T,T,1,1,568$,500$,Group,41,Female,512,Website
7/29/25,PH,PH,16753,Flown,X,X,Economy,MNLSUB,MNLCGK,MNLCGK,1/20/26,26,PR,PR535,1/20/26 22:45:00,1/21/26 01:15:00,Economy/X,1/20/26 22:45:00,MNLCGKSUB,16753,PR535-GA314,Flown,Economy/X,X,1/20/26 22:45:00,MNLCGK,16753,PR535,Flown,Economy/X,X,1,1,348$,306$,Group,48,Male,513,Website
8/24/26,PH,PH,17877,Ticketed,L,L,Economy,MNLDOH,MNLDOH,MNLDOH,11/30/26,19,PR,PR684,11/30/26 10:15:00,17:30:00,Economy/L,11/30/26 10:15:00,MNLDOH,17877,PR684,Ticketed,Economy/L,L,11/30/26 10:15:00,MNLDOH,17877,PR684,Ticketed,Economy/L,L,1,1,670$,611$,Individual,64,Female,514,Ticket Office
5/26/27,PH,PH,17979,Ticketed,B,B,Economy,MNLSIN,MNLSIN,MNLSIN,9/28/27,1,PR,PR507,9/28/27 01:00:00,05:30:00,Economy/B,9/28/27 01:00:00,MNLSIN,17979,PR507,Ticketed,Economy/B,B,9/28/27 01:00:00,MNLSIN,17979,PR507,Ticketed,Economy/B,B,1,1,516$,469$,Individual,40,Female,515,Website
3/23/25,PH,PH,16977,Flown,H,H,Economy,DVOSFO,DVOSFO,MNLSFO,6/28/25,13,PR,PR104,6/28/25 13:00:00,6/29/25 04:30:00,Economy/H,6/28/25 13:00:00,DVOMNLSFO,16977,2P2814-PR104,Flown,Economy/H,H,6/28/25 13:00:00,DVOMNLSFO,16977,2P2814-PR104,Flown,Economy/H,H,0,1,976$,878$,Group,33,Female,516,Website
6/18/26,PH,PH,17429,Ticketed,B,B,Economy,MNLPEN,MNLKUL,MNLKUL,9/9/26,22,PR,PR525,9/9/26 15:45:00,18:45:00,Economy/B,9/9/26 15:45:00,MNLKULPEN,17429,PR525-MH1140,Ticketed,Economy/B,B,9/9/26 15:45:00,MNLKUL,17429,PR525,Ticketed,Economy/B,B,1,1,491$,445$,Group,50,Female,517,Website
10/1/26,PH,PH,17846,Ticketed,C,C,Business,MNLSEA,MNLSEA,MNLSEA,10/5/26,15,PR,PR124,10/5/26 05:00:00,17:15:00,Business/C,10/5/26 05:00:00,MNLSEA,17846,PR124,Ticketed,Business/C,C,10/5/26 05:00:00,MNLSEA,17846,PR124,Ticketed,Business/C,C,1,1,3413$,3265$,Individual,74,Male,518,Mobile App
3/29/25,PH,PH,16873,Flown,U,U,Economy,MNLKOA,MNLHNL,MNLHNL,7/12/25,3,PR,PR100,7/12/25 18:30:00,23:45:00,Economy/U,7/12/25 18:30:00,MNLHNLKOA,16873,PR100-HA148,Flown,Economy/U,U,7/12/25 18:30:00,MNLHNL,16873,PR100,Flown,Economy/U,U,1,1,693$,609$,Individual,44,Male,519,Mobile App
9/3/26,PH,PH,17412,Ticketed,W,W,Premium Economy,MNLLAX,MNLLAX,MNLLAX,1/5/27,12,PR,PR102,1/5/27 10:30:00,1/6/27 03:15:00,Premium Economy/W,1/5/27 10:30:00,MNLLAX,17412,PR102,Ticketed,Premium Economy/W,W,1/5/27 10:30:00,MNLLAX,17412,PR102,Ticketed,Premium Economy/W,W,1,1,1946$,1735$,Individual,7,Male,520,Mobile App
1/20/26,PH,PH,16563,Ticketed,W,W,Premium Economy,CEBNRT,CEBNRT,CEBNRT,4/7/26,20,PR,PR434,4/7/26 22:45:00,4/8/26 01:45:00,Premium Economy/W,4/7/26 22:45:00,CEBNRT,16563,PR434,Ticketed,Premium Economy/W,W,4/7/26 22:45:00,CEBNRT,16563,PR434,Ticketed,Premium Economy/W,W,1,1,819$,778$,Individual,51,Male,521,OTA
11/6/26,PH,PH,17896,Ticketed,B,B,Economy,MNLYUL,MNLYVR,MNLYVR,1/18/27,2,PR,PR116,1/18/27 10:45:00,1/19/27 03:30:00,Economy/B,1/18/27 10:45:00,MNLYVRYUL,17896,PR116-WS542,Ticketed,Economy/B,B,1/18/27 10:45:00,MNLYVR,17896,PR116,Ticketed,Economy/B,B,1,1,1076$,917$,Group,37,Male,522,Mobile App
9/13/24,JP,JP,17080,Flown,K,K,Economy,NRTMNL,NRTMNL,NRTMNL,2/8/25,12,PR,PR427,2/8/25 15:00:00,17:30:00,Economy/K,2/8/25 15:00:00,NRTMNL,17080,PR427,Flown,Economy/K,K,2/8/25 15:00:00,NRTMNL,17080,PR427,Flown,Economy/K,K,1,1,441$,402$,Individual,26,Male,523,Call Center
5/5/27,PH,PH,17828,Ticketed,B,B,Economy,DVOSFO,DVOSFO,MNLSFO,8/22/27,16,PR,PR104,8/22/27 15:30:00,8/23/27 03:00:00,Economy/B,8/22/27 15:30:00,DVOMNLSFO,17828,2P2814-PR104,Ticketed,Economy/B,B,8/22/27 15:30:00,DVOMNLSFO,17828,2P2814-PR104,Ticketed,Economy/B,B,0,1,1125$,997$,Group,37,Male,524,Website
4/9/25,PH,PH,16816,Flown,L,L,Economy,MNLDXB,MNLDXB,MNLDXB,5/21/25,6,PR,PR658,5/21/25 18:30:00,5/22/25 04:00:00,Economy/L,5/21/25 18:30:00,MNLDXB,16816,PR658,Flown,Economy/L,L,5/21/25 18:30:00,MNLDXB,16816,PR658,Flown,Economy/L,L,1,1,676$,640$,Individual,39,Female,525,OTA
8/5/26,PH,PH,17619,Ticketed,V,V,Economy,MNLHKG,MNLHKG,MNLHKG,12/23/26,4,PR,PR300,12/23/26 10:00:00,12:00:00,Economy/V,12/23/26 10:00:00,MNLHKG,17619,PR300,Ticketed,Economy/V,V,12/23/26 10:00:00,MNLHKG,17619,PR300,Ticketed,Economy/V,V,1,1,495$,458$,Individual,55,Female,526,Mobile App
7/17/27,US,US,17421,Ticketed,J,J,Business,SFOMNL,SFOMNL,SFOMNL,10/16/27,27,PR,PR105,10/16/27 15:30:00,10/17/27 05:45:00,Business/J,10/16/27 15:30:00,SFOMNL,17421,PR105,Ticketed,Business/J,J,10/16/27 15:30:00,SFOMNL,17421,PR105,Ticketed,Business/J,J,1,1,6858$,5945$,Group,32,Male,527,GDS
12/5/25,KR,KR,16802,Ticketed,V,V,Economy,ICNMNL,ICNMNL,ICNMNL,12/18/25,1,PR,PR467,12/18/25 01:00:00,05:45:00,Economy/V,12/18/25 01:00:00,ICNMNL,16802,PR467,Ticketed,Economy/V,V,12/18/25 01:00:00,ICNMNL,16802,PR467,Ticketed,Economy/V,V,1,1,284$,243$,Individual,46,Female,528,Website
3/4/26,PH,PH,16640,Flown,B,B,Economy,MNLNRT,MNLNRT,MNLNRT,6/5/26,25,PR,PR428,6/5/26 10:15:00,12:45:00,Economy/B,6/5/26 10:15:00,MNLNRT,16640,PR428,Flown,Economy/B,B,6/5/26 10:15:00,MNLNRT,16640,PR428,Flown,Economy/B,B,1,1,456$,428$,Individual,36,Male,529,GDS
10/14/26,US,US,17437,Unticketed,W,W,Premium Economy,DFWMNL,LAXMNL,LAXMNL,3/17/27,19,PR,PR103,3/17/27 22:45:00,3/18/27 10:30:00,Premium Economy/W,3/17/27 22:45:00,DFWLAXMNL,17437,PR103-AA2340,Unticketed,Premium Economy/W,W,3/17/27 22:45:00,LAXMNL,17437,PR103,Unticketed,Premium Economy/W,W,1,1,1635$,1555$,Group,43,Male,530,Website
8/10/25,PH,PH,16549,Flown,K,K,Economy,MNLMEL,MNLMEL,MNLMEL,1/13/26,19,PR,PR209,1/13/26 04:15:00,11:15:00,Economy/K,1/13/26 04:15:00,MNLMEL,16549,PR209,Flown,Economy/K,K,1/13/26 04:15:00,MNLMEL,16549,PR209,Flown,Economy/K,K,1,1,541$,463$,Group,36,Female,531,OTA
8/19/25,PH,PH,16652,Flown,K,K,Economy,MNLYYC,MNLYVR,MNLYVR,9/1/25,3,PR,PR116,9/1/25 08:45:00,9/2/25 01:30:00,Economy/K,9/1/25 08:45:00,MNLYVRYYC,16652,PR116-WS124,Flown,Economy/K,K,9/1/25 08:45:00,MNLYVR,16652,PR116,Flown,Economy/K,K,1,1,882$,763$,Individual,42,Male,532,Mobile App
11/15/26,PH,PH,18096,Ticketed,H,H,Economy,MNLBKK,MNLBKK,MNLBKK,2/5/27,25,PR,PR730,2/5/27 18:15:00,22:30:00,Economy/H,2/5/27 18:15:00,MNLBKK,18096,PR730,Ticketed,Economy/H,H,2/5/27 18:15:00,MNLBKK,18096,PR730,Ticketed,Economy/H,H,1,1,465$,429$,Individual,51,Male,533,GDS
4/14/27,PH,PH,17615,Ticketed,U,U,Economy,MNLDOH,MNLDOH,MNLDOH,9/27/27,24,PR,PR684,9/27/27 15:00:00,9/28/27 00:15:00,Economy/U,9/27/27 15:00:00,MNLDOH,17615,PR684,Ticketed,Economy/U,U,9/27/27 15:00:00,MNLDOH,17615,PR684,Ticketed,Economy/U,U,1,1,961$,834$,Individual,44,Female,534,OTA
11/15/25,PH,PH,17177,Flown,J,J,Business,MNLPEN,MNLKUL,MNLKUL,3/12/26,13,PR,PR525,3/12/26 20:45:00,3/13/26 01:30:00,Business/J,3/12/26 20:45:00,MNLKULPEN,17177,PR525-MH1140,Flown,Business/J,J,3/12/26 20:45:00,MNLKUL,17177,PR525,Flown,Business/J,J,1,1,1529$,1427$,Group,26,Female,535,Mobile App
7/4/27,PH,PH,17343,Ticketed,T,T,Economy,MNLJFK,MNLJFK,MNLJFK,11/8/27,15,PR,PR126,11/8/27 01:45:00,15:30:00,Economy/T,11/8/27 01:45:00,MNLJFK,17343,PR126,Ticketed,Economy/T,T,11/8/27 01:45:00,MNLJFK,17343,PR126,Ticketed,Economy/T,T,1,1,1218$,1154$,Group,26,Male,536,OTA
12/31/26,PH,PH,17984,Ticketed,E,E,Economy,MNLBKK,MNLBKK,MNLBKK,6/17/27,7,PR,PR730,6/17/27 08:30:00,12:45:00,Economy/E,6/17/27 08:30:00,MNLBKK,17984,PR730,Ticketed,Economy/E,E,6/17/27 08:30:00,MNLBKK,17984,PR730,Ticketed,Economy/E,E,1,1,272$,255$,Individual,39,Male,537,Website
1/2/27,PH,PH,17610,Ticketed,T,T,Economy,CEBJFK,CEBJFK,MNLJFK,3/4/27,31,PR,PR126,3/4/27 10:00:00,3/5/27 02:15:00,Economy/T,3/4/27 10:00:00,CEBMNLJFK,17610,2P2812-PR126,Ticketed,Economy/T,T,3/4/27 10:00:00,CEBMNLJFK,17610,2P2812-PR126,Ticketed,Economy/T,T,0,1,847$,786$,Individual,48,Male,538,OTA
6/29/25,KR,PH,17247,Flown,X,X,Economy,ICNMNL,ICNMNL,ICNMNL,7/8/25,15,PR,PR467,7/8/25 13:30:00,16:00:00,Economy/X,7/8/25 13:30:00,ICNMNL,17247,PR467,Flown,Economy/X,X,7/8/25 13:30:00,ICNMNL,17247,PR467,Flown,Economy/X,X,1,1,536$,456$,Group,27,Male,539,Mobile App
7/29/27,PH,PH,18039,Ticketed,M,M,Economy,MNLNRT,MNLNRT,MNLNRT,9/5/27,30,PR,PR428,9/5/27 13:30:00,16:45:00,Economy/M,9/5/27 13:30:00,MNLNRT,18039,PR428,Ticketed,Economy/M,M,9/5/27 13:30:00,MNLNRT,18039,PR428,Ticketed,Economy/M,M,1,1,397$,377$,Group,36,Female,540,GDS
7/2/25,PH,PH,16660,Flown,S,S,Economy,CEBBOS,CEBLAX,MNLLAX,7/15/25,14,PR,PR102,7/15/25 13:30:00,7/16/25 01:00:00,Economy/S,7/15/25 13:30:00,CEBMNLLAXBOS,16660,2P2812-PR102-B6888,Flown,Economy/S,S,7/15/25 13:30:00,CEBMNLLAX,16660,2P2812-PR102,Flown,Economy/S,S,0,1,1281$,1100$,Individual,59,Male,541,Website
6/14/25,PH,PH,17149,Flown,K,K,Economy,MNLSFO,MNLSFO,MNLSFO,8/3/25,25,PR,PR104,8/3/25 10:30:00,8/4/25 02:00:00,Economy/K,8/3/25 10:30:00,MNLSFO,17149,PR104,Flown,Economy/K,K,8/3/25 10:30:00,MNLSFO,17149,PR104,Flown,Economy/K,K,1,1,1248$,1101$,Individual,38,Male,542,Website
8/18/25,PH,PH,16893,Flown,L,L,Economy,CEBNRT,CEBNRT,CEBNRT,11/11/25,15,PR,PR434,11/11/25 13:30:00,18:00:00,Economy/L,11/11/25 13:30:00,CEBNRT,16893,PR434,Flown,Economy/L,L,11/11/25 13:30:00,CEBNRT,16893,PR434,Flown,Economy/L,L,1,1,265$,240$,Individual,62,Male,543,Call Center
8/20/26,PH,PH,17588,Ticketed,Q,Q,Economy,MNLHND,MNLHND,MNLHND,1/19/27,13,PR,PR422,1/19/27 05:15:00,07:30:00,Economy/Q,1/19/27 05:15:00,MNLHND,17588,PR422,Ticketed,Economy/Q,Q,1/19/27 05:15:00,MNLHND,17588,PR422,Ticketed,Economy/Q,Q,1,1,214$,199$,Individual,21,Male,544,Website
3/21/25,PH,PH,16780,Flown,N,N,Premium Economy,CEBICN,CEBICN,CEBICN,7/10/25,15,PR,PR484,7/10/25 15:00:00,19:15:00,Premium Economy/N,7/10/25 15:00:00,CEBICN,16780,PR484,Flown,Premium Economy/N,N,7/10/25 15:00:00,CEBICN,16780,PR484,Flown,Premium Economy/N,N,1,1,773$,703$,Individual,43,Male,545,Website
3/25/26,PH,PH,17025,Flown,T,T,Economy,MNLDXB,MNLDXB,MNLDXB,6/14/26,13,PR,PR658,6/14/26 18:30:00,6/15/26 01:30:00,Economy/T,6/14/26 18:30:00,MNLDXB,17025,PR658,Flown,Economy/T,T,6/14/26 18:30:00,MNLDXB,17025,PR658,Flown,Economy/T,T,1,1,568$,500$,Group,41,Female,546,Website
12/17/25,PH,PH,16882,Flown,C,C,Business,MNLYYC,MNLYVR,MNLYVR,4/16/26,1,PR,PR116,4/16/26 10:45:00,4/17/26 01:45:00,Business/C,4/16/26 10:45:00,MNLYVRYYC,16882,PR116-WS124,Flown,Business/C,C,4/16/26 10:45:00,MNLYVR,16882,PR116,Flown,Business/C,C,1,1,5775$,4895$,Individual,2,Female,547,GDS
3/14/26,PH,PH,16794,Flown,O,O,Economy,DVOLAX,DVOLAX,MNLLAX,4/6/26,26,PR,PR102,4/6/26 18:00:00,4/7/26 06:15:00,Economy/O,4/6/26 18:00:00,DVOMNLLAX,16794,2P2814-PR102,Flown,Economy/O,O,4/6/26 18:00:00,DVOMNLLAX,16794,2P2814-PR102,Flown,Economy/O,O,0,1,1475$,1355$,Individual,45,Female,548,OTA
12/14/26,PH,PH,17816,Ticketed,D,D,Business,ILONRT,ILONRT,ILOMNL,3/12/27,13,2P,2P2836,3/12/27 01:45:00,05:15:00,Business/D,3/12/27 01:45:00,ILOMNLNRT,17816,2P2836-PR428,Ticketed,Business/D,D,3/12/27 01:45:00,ILOMNLNRT,17816,2P2836-PR428,Ticketed,Business/D,D,0,1,1249$,1065$,Individual,32,Male,549,Website
8/12/25,PH,PH,17140,Ticketed,Y,Y,Economy,MNLDXB,MNLDXB,MNLDXB,12/13/25,5,PR,PR658,12/13/25 18:00:00,12/14/25 00:45:00,Economy/Y,12/13/25 18:00:00,MNLDXB,17140,PR658,Ticketed,Economy/Y,Y,12/13/25 18:00:00,MNLDXB,17140,PR658,Ticketed,Economy/Y,Y,1,1,851$,771$,Individual,58,Female,550,Call Center
8/20/27,PH,PH,17520,Ticketed,L,L,Economy,MNLPHX,MNLLAX,MNLLAX,9/12/27,24,PR,PR102,9/12/27 04:30:00,17:00:00,Economy/L,9/12/27 04:30:00,MNLLAXPHX,17520,PR102-AA1504,Ticketed,Economy/L,L,9/12/27 04:30:00,MNLLAX,17520,PR102,Ticketed,Economy/L,L,1,1,1011$,864$,Individual,35,Female,551,Website
10/16/25,US,US,17115,Flown,Y,Y,Economy,JFKMNL,JFKMNL,JFKMNL,1/25/26,15,PR,PR127,1/25/26 22:00:00,1/26/26 13:00:00,Economy/Y,1/25/26 22:00:00,JFKMNL,17115,PR127,Flown,Economy/Y,Y,1/25/26 22:00:00,JFKMNL,17115,PR127,Flown,Economy/Y,Y,1,1,1291$,1117$,Individual,30,Male,552,Website
5/4/26,PH,PH,17675,Ticketed,S,S,Economy,MNLYOW,MNLYZJ,MNLYZJ,8/20/26,4,PR,PR118,8/20/26 08:15:00,23:00:00,Economy/S,8/20/26 08:15:00,MNLYZJYOW,17675,PR118-WS362,Ticketed,Economy/S,S,8/20/26 08:15:00,MNLYZJ,17675,PR118,Ticketed,Economy/S,S,1,1,985$,850$,Group,53,Female,553,GDS
11/8/26,PH,PH,17969,Unticketed,W,W,Premium Economy,MNLKOA,MNLHNL,MNLHNL,3/9/27,11,PR,PR100,3/9/27 10:30:00,17:00:00,Premium Economy/W,3/9/27 10:30:00,MNLHNLKOA,17969,PR100-HA148,Unticketed,Premium Economy/W,W,3/9/27 10:30:00,MNLHNL,17969,PR100,Unticketed,Premium Economy/W,W,1,1,1401$,1212$,Individual,61,Female,554,Website
10/19/27,PH,PH,17406,Ticketed,X,X,Economy,MNLKIX,MNLKIX,MNLKIX,11/5/27,30,PR,PR412,11/5/27 18:00:00,21:15:00,Economy/X,11/5/27 18:00:00,MNLKIX,17406,PR412,Ticketed,Economy/X,X,11/5/27 18:00:00,MNLKIX,17406,PR412,Ticketed,Economy/X,X,1,1,203$,189$,Individual,56,Male,555,GDS
5/30/26,PH,PH,17637,Ticketed,U,U,Economy,MNLYYC,MNLYVR,MNLYVR,11/1/26,6,PR,PR116,11/1/26 13:00:00,11/2/26 01:30:00,Economy/U,11/1/26 13:00:00,MNLYVRYYC,17637,PR116-WS124,Ticketed,Economy/U,U,11/1/26 13:00:00,MNLYVR,17637,PR116,Ticketed,Economy/U,U,1,1,1270$,1204$,Group,6,Male,556,Website
9/13/26,PH,PH,17508,Unticketed,V,V,Economy,MNLLAX,MNLLAX,MNLLAX,9/27/26,6,PR,PR102,9/27/26 05:15:00,17:15:00,Economy/V,9/27/26 05:15:00,MNLLAX,17508,PR102,Unticketed,Economy/V,V,9/27/26 05:15:00,MNLLAX,17508,PR102,Unticketed,Economy/V,V,1,1,1402$,1256$,Individual,30,Male,557,OTA
1/25/26,US,US,16814,Flown,C,C,Business,JFKMNL,JFKMNL,JFKMNL,6/3/26,3,PR,PR127,6/3/26 15:45:00,6/4/26 08:30:00,Business/C,6/3/26 15:45:00,JFKMNL,16814,PR127,Flown,Business/C,C,6/3/26 15:45:00,JFKMNL,16814,PR127,Flown,Business/C,C,1,1,6047$,5423$,Individual,34,Female,558,OTA
12/8/24,PH,PH,17157,Flown,O,O,Economy,MNLAUS,MNLSFO,MNLSFO,3/8/25,25,PR,PR104,3/8/25 18:45:00,3/9/25 07:15:00,Economy/O,3/8/25 18:45:00,MNLSFOAUS,17157,PR104-B6652,Flown,Economy/O,O,3/8/25 18:45:00,MNLSFO,17157,PR104,Flown,Economy/O,O,1,1,1131$,1006$,Individual,21,Male,559,Website
5/28/25,PH,PH,16731,Flown,L,L,Economy,DVOLAX,DVOLAX,MNLLAX,7/29/25,15,PR,PR102,7/29/25 20:30:00,7/30/25 10:15:00,Economy/L,7/29/25 20:30:00,DVOMNLLAX,16731,2P2814-PR102,Flown,Economy/L,L,7/29/25 20:30:00,DVOMNLLAX,16731,2P2814-PR102,Flown,Economy/L,L,0,1,1101$,1017$,Group,34,Female,560,Website
5/27/27,PH,PH,17338,Ticketed,V,V,Economy,DVOSFO,DVOSFO,DVOMNL,6/30/27,5,2P,2P2814,6/30/27 04:30:00,21:15:00,Economy/V,6/30/27 04:30:00,DVOMNLSFO,17338,2P2814-PR104,Ticketed,Economy/V,V,6/30/27 04:30:00,DVOMNLSFO,17338,2P2814-PR104,Ticketed,Economy/V,V,0,1,1014$,970$,Individual,46,Female,561,Website
5/13/25,PH,PH,17098,Ticketed,N,N,Premium Economy,MNLORD,MNLSFO,MNLSFO,10/27/25,29,PR,PR104,10/27/25 15:15:00,10/28/25 05:15:00,Premium Economy/N,10/27/25 15:15:00,MNLSFOORD,17098,PR104-AA1255,Ticketed,Premium Economy/N,N,10/27/25 15:15:00,MNLSFO,17098,PR104,Ticketed,Premium Economy/N,N,1,1,2155$,1946$,Individual,51,Male,562,OTA
12/9/24,PH,PH,16602,Flown,C,C,Business,MNLOGG,MNLHNL,MNLHNL,2/3/25,4,PR,PR100,2/3/25 18:45:00,2/4/25 01:15:00,Business/C,2/3/25 18:45:00,MNLHNLOGG,16602,PR100-HA208,Flown,Business/C,C,2/3/25 18:45:00,MNLHNL,16602,PR100,Flown,Business/C,C,1,1,3496$,3204$,Group,60,Female,563,GDS
2/19/25,PH,PH,17054,Flown,S,S,Economy,MNLBKK,MNLBKK,MNLBKK,4/20/25,1,PR,PR730,4/20/25 13:30:00,16:45:00,Economy/S,4/20/25 13:30:00,MNLBKK,17054,PR730,Flown,Economy/S,S,4/20/25 13:30:00,MNLBKK,17054,PR730,Flown,Economy/S,S,1,1,406$,373$,Group,33,Male,564,Website
7/30/27,PH,PH,18020,Ticketed,U,U,Economy,MNLYOW,MNLYZJ,MNLYZJ,10/26/27,4,PR,PR118,10/26/27 10:00:00,10/27/27 00:30:00,Economy/U,10/26/27 10:00:00,MNLYZJYOW,18020,PR118-WS362,Ticketed,Economy/U,U,10/26/27 10:00:00,MNLYZJ,18020,PR118,Ticketed,Economy/U,U,1,1,1426$,1291$,Individual,21,Female,565,OTA
11/12/27,PH,PH,17320,Ticketed,O,O,Economy,MNLDXB,MNLDXB,MNLDXB,11/27/27,28,PR,PR658,11/27/27 04:30:00,14:00:00,Economy/O,11/27/27 04:30:00,MNLDXB,17320,PR658,Ticketed,Economy/O,O,11/27/27 04:30:00,MNLDXB,17320,PR658,Ticketed,Economy/O,O,1,1,562$,482$,Group,46,Female,566,Mobile App
3/30/25,PH,PH,16835,Ticketed,U,U,Economy,MNLGUM,MNLGUM,MNLGUM,7/22/25,2,PR,PR110,7/22/25 05:00:00,08:00:00,Economy/U,7/22/25 05:00:00,MNLGUM,16835,PR110,Ticketed,Economy/U,U,7/22/25 05:00:00,MNLGUM,16835,PR110,Ticketed,Economy/U,U,1,1,435$,416$,Group,47,Male,567,GDS
9/29/25,PH,PH,16806,Flown,X,X,Economy,MNLHND,MNLHND,MNLHND,11/3/25,20,PR,PR422,11/3/25 05:00:00,09:00:00,Economy/X,11/3/25 05:00:00,MNLHND,16806,PR422,Flown,Economy/X,X,11/3/25 05:00:00,MNLHND,16806,PR422,Flown,Economy/X,X,1,1,290$,264$,Individual,47,Male,568,OTA
7/30/25,PH,PH,16537,Exchanged,Q,Q,Economy,MNLUSM,MNLBKK,MNLBKK,11/21/25,29,PR,PR730,11/21/25 22:45:00,11/22/25 03:30:00,Economy/Q,11/21/25 22:45:00,MNLBKKUSM,16537,PR730-PG145,Exchanged,Economy/Q,Q,11/21/25 22:45:00,MNLBKK,16537,PR730,Exchanged,Economy/Q,Q,1,1,298$,261$,Individual,41,Female,569,Mobile App
6/18/26,PH,PH,17912,Ticketed,L,L,Economy,CEBSFO,CEBSFO,MNLSFO,10/7/26,10,PR,PR104,10/7/26 04:15:00,19:45:00,Economy/L,10/7/26 04:15:00,CEBMNLSFO,17912,2P2812-PR104,Ticketed,Economy/L,L,10/7/26 04:15:00,CEBMNLSFO,17912,2P2812-PR104,Ticketed,Economy/L,L,0,1,1393$,1202$,Individual,53,Male,570,Website
4/8/26,PH,PH,16548,Flown,L,L,Economy,MNLSEA,MNLSEA,MNLSEA,7/7/26,25,PR,PR124,7/7/26 08:00:00,7/8/26 00:00:00,Economy/L,7/7/26 08:00:00,MNLSEA,16548,PR124,Flown,Economy/L,L,7/7/26 08:00:00,MNLSEA,16548,PR124,Flown,Economy/L,L,1,1,798$,681$,Individual,40,Male,571,Website
8/13/26,PH,PH,17529,Ticketed,V,V,Economy,MNLSEA,MNLSEA,MNLSEA,10/28/26,28,PR,PR124,10/28/26 22:15:00,10/29/26 14:30:00,Economy/V,10/28/26 22:15:00,MNLSEA,17529,PR124,Ticketed,Economy/V,V,10/28/26 22:15:00,MNLSEA,17529,PR124,Ticketed,Economy/V,V,1,1,1374$,1182$,Individual,18,Male,572,OTA
8/11/27,PH,PH,17715,Ticketed,J,J,Business,MNLTPE,MNLTPE,MNLTPE,11/1/27,22,PR,PR890,11/1/27 05:45:00,10:30:00,Business/J,11/1/27 05:45:00,MNLTPE,17715,PR890,Ticketed,Business/J,J,11/1/27 05:45:00,MNLTPE,17715,PR890,Ticketed,Business/J,J,1,1,1057$,950$,Individual,25,Female,573,Website
